visit id,member id,visit date,check_in_time,check_out_time
1368,560,2024-02-08,8:03:00,8:38:00
1369,318,2024-02-08,8:55:00,9:25:00
1370,610,2024-02-08,7:34:00,8:09:00
1371,74,2024-02-08,7:46:00,8:21:00
1372,577,2024-02-08,9:23:00,9:48:00
1373,37,2024-02-08,9:42:00,10:37:00
1374,50,2024-02-08,8:24:00,8:59:00
1375,340,2024-02-08,5:09:00,5:39:00
1376,263,2024-02-08,7:26:00,7:51:00
1377,487,2024-02-08,7:19:00,7:44:00
1378,170,2024-02-08,9:51:00,10:26:00
1379,42,2024-02-08,7:06:00,7:36:00
1380,406,2024-02-08,5:38:00,6:23:00
1381,48,2024-02-08,9:16:00,9:41:00
1382,924,2024-02-08,17:26:00,17:51:00
1383,864,2024-02-08,18:57:00,19:27:00
1384,928,2024-02-08,16:41:00,17:11:00
1385,884,2024-02-08,17:32:00,18:02:00
1386,861,2024-02-08,19:48:00,20:33:00
1387,952,2024-02-08,19:09:00,19:44:00
1388,979,2024-02-08,17:44:00,18:09:00
1389,864,2024-02-08,17:34:00,18:04:00
1390,930,2024-02-08,16:54:00,17:49:00
1391,857,2024-02-08,17:13:00,17:43:00
1392,939,2024-02-08,18:34:00,19:09:00
1393,882,2024-02-08,18:47:00,19:12:00
1394,906,2024-02-08,18:09:00,18:34:00
1395,877,2024-02-08,16:43:00,17:08:00
1396,854,2024-02-08,16:48:00,17:33:00
1397,925,2024-02-08,19:34:00,20:19:00
1398,850,2024-02-08,18:49:00,19:34:00
1399,878,2024-02-08,17:39:00,18:09:00
1400,828,2024-02-08,16:16:00,16:46:00
1401,888,2024-02-08,17:49:00,18:34:00
1402,828,2024-02-08,18:38:00,19:03:00
1403,884,2024-02-08,19:17:00,19:47:00
1404,845,2024-02-08,16:12:00,17:07:00
1405,878,2024-02-08,20:46:00,21:11:00
1406,841,2024-02-08,18:33:00,18:58:00
1407,981,2024-02-08,18:55:00,19:25:00
1408,876,2024-02-08,20:57:00,21:22:00
1409,845,2024-02-08,16:53:00,17:23:00
1410,885,2024-02-08,20:16:00,21:11:00
1411,879,2024-02-08,19:16:00,20:11:00
1412,929,2024-02-08,19:40:00,20:15:00
1413,950,2024-02-08,19:22:00,19:52:00
1414,971,2024-02-08,19:09:00,19:44:00
1415,835,2024-02-08,17:35:00,18:05:00
1416,954,2024-02-08,17:40:00,18:25:00
1417,989,2024-02-08,18:53:00,19:48:00
1418,972,2024-02-08,17:23:00,17:48:00
1419,963,2024-02-08,17:49:00,18:24:00
1420,844,2024-02-08,20:30:00,21:15:00
1421,915,2024-02-08,18:43:00,19:08:00
1422,909,2024-02-08,20:56:00,21:31:00
1423,947,2024-02-08,18:11:00,18:41:00
1424,959,2024-02-08,19:59:00,20:44:00
1425,927,2024-02-08,20:46:00,21:11:00
1426,871,2024-02-08,20:23:00,21:08:00
1427,880,2024-02-08,16:20:00,16:50:00
1428,869,2024-02-08,17:20:00,18:05:00
1429,849,2024-02-08,19:45:00,20:20:00
1430,827,2024-02-08,18:04:00,18:34:00
1431,888,2024-02-08,20:39:00,21:09:00
1432,890,2024-02-08,19:07:00,20:02:00
1433,905,2024-02-08,20:48:00,21:43:00
1434,932,2024-02-08,17:31:00,17:56:00
1435,926,2024-02-08,16:16:00,17:11:00
1436,948,2024-02-08,20:51:00,21:46:00
1437,842,2024-02-08,16:51:00,17:16:00
1438,845,2024-02-08,16:12:00,16:42:00
1439,865,2024-02-08,20:25:00,21:20:00
1440,909,2024-02-08,17:08:00,17:38:00
1441,454,2024-02-09,7:19:00,7:44:00
1442,492,2024-02-09,6:22:00,6:57:00
1443,161,2024-02-09,5:04:00,5:39:00
1444,310,2024-02-09,5:54:00,6:24:00
1445,481,2024-02-09,9:59:00,10:29:00
1446,637,2024-02-09,8:30:00,8:55:00
1447,309,2024-02-09,6:44:00,7:19:00
1448,30,2024-02-09,7:18:00,7:48:00
1449,269,2024-02-09,6:13:00,6:38:00
1450,489,2024-02-09,9:36:00,10:01:00
1451,227,2024-02-09,9:35:00,10:00:00
1452,315,2024-02-09,9:41:00,10:16:00
1453,133,2024-02-09,7:32:00,8:27:00
1454,568,2024-02-09,8:37:00,9:07:00
1455,255,2024-02-09,6:48:00,7:33:00
1456,236,2024-02-09,8:56:00,9:31:00
1457,99,2024-02-09,7:57:00,8:32:00
1458,520,2024-02-09,9:34:00,10:04:00
1459,302,2024-02-09,6:32:00,7:27:00
1460,594,2024-02-09,8:17:00,9:02:00
1461,424,2024-02-09,6:38:00,7:03:00
1462,209,2024-02-09,6:27:00,7:02:00
1463,620,2024-02-09,6:47:00,7:22:00
1464,68,2024-02-09,7:29:00,8:24:00
1465,110,2024-02-09,6:19:00,6:54:00
1466,118,2024-02-09,9:02:00,9:27:00
1467,239,2024-02-09,6:05:00,6:30:00
1468,641,2024-02-09,5:21:00,6:16:00
1469,640,2024-02-09,9:14:00,9:59:00
1470,236,2024-02-09,7:30:00,8:00:00
1471,276,2024-02-09,9:51:00,10:26:00
1472,845,2024-02-09,19:04:00,19:39:00
1473,959,2024-02-09,20:56:00,21:31:00
1474,971,2024-02-09,19:06:00,19:31:00
1475,949,2024-02-09,19:35:00,20:20:00
1476,886,2024-02-09,16:59:00,17:24:00
1477,829,2024-02-09,18:55:00,19:20:00
1478,944,2024-02-09,18:44:00,19:09:00
1479,881,2024-02-09,17:09:00,17:44:00
1480,841,2024-02-09,16:34:00,17:09:00
1481,975,2024-02-09,18:36:00,19:31:00
1482,970,2024-02-09,20:34:00,21:04:00
1483,898,2024-02-09,19:23:00,19:53:00
1484,882,2024-02-09,17:47:00,18:42:00
1485,872,2024-02-09,19:02:00,19:32:00
1486,825,2024-02-09,18:51:00,19:36:00
1487,917,2024-02-09,18:29:00,19:14:00
1488,993,2024-02-09,20:19:00,20:44:00
1489,878,2024-02-09,16:46:00,17:11:00
1490,829,2024-02-09,17:23:00,18:18:00
1491,830,2024-02-09,16:25:00,16:50:00
1492,963,2024-02-09,18:43:00,19:18:00
1493,847,2024-02-09,20:40:00,21:15:00
1494,893,2024-02-09,20:27:00,21:12:00
1495,930,2024-02-09,18:00:00,18:45:00
1496,871,2024-02-09,20:54:00,21:24:00
1497,884,2024-02-09,20:53:00,21:28:00
1498,885,2024-02-09,17:09:00,17:34:00
1499,842,2024-02-09,19:40:00,20:25:00
1500,913,2024-02-09,16:38:00,17:08:00
1501,854,2024-02-09,19:57:00,20:32:00
1502,827,2024-02-09,17:55:00,18:20:00
1503,839,2024-02-09,19:35:00,20:20:00
1504,902,2024-02-09,20:20:00,20:50:00
1505,895,2024-02-09,20:16:00,20:46:00
1506,911,2024-02-09,16:57:00,17:32:00
1507,892,2024-02-09,18:12:00,18:57:00
1508,865,2024-02-09,17:33:00,17:58:00
1509,889,2024-02-09,17:24:00,17:59:00
1510,865,2024-02-09,20:34:00,21:19:00
1511,835,2024-02-09,20:42:00,21:17:00
1512,956,2024-02-09,17:21:00,17:46:00
1513,987,2024-02-09,20:41:00,21:06:00
1514,908,2024-02-09,20:17:00,21:02:00
1515,948,2024-02-09,19:15:00,19:40:00
1516,554,2024-02-10,9:08:00,10:03:00
1517,481,2024-02-10,9:09:00,9:54:00
1518,351,2024-02-10,6:35:00,7:30:00
1519,312,2024-02-10,9:27:00,9:52:00
1520,600,2024-02-10,7:47:00,8:12:00
1521,636,2024-02-10,7:50:00,8:20:00
1522,295,2024-02-10,8:10:00,8:55:00
1523,337,2024-02-10,6:43:00,7:38:00
1524,357,2024-02-10,9:24:00,10:09:00
1525,540,2024-02-10,9:26:00,10:21:00
1526,281,2024-02-10,7:25:00,8:10:00
1527,87,2024-02-10,5:58:00,6:33:00
1528,455,2024-02-10,7:20:00,7:50:00
1529,535,2024-02-10,9:18:00,9:48:00
1530,234,2024-02-10,9:47:00,10:12:00
1531,79,2024-02-10,8:55:00,9:30:00
1532,433,2024-02-10,7:12:00,7:37:00
1533,33,2024-02-10,8:19:00,8:49:00
1534,382,2024-02-10,9:43:00,10:18:00
1535,193,2024-02-10,5:22:00,6:07:00
1536,313,2024-02-10,7:41:00,8:11:00
1537,43,2024-02-10,6:33:00,7:03:00
1538,318,2024-02-10,7:38:00,8:23:00
1539,393,2024-02-10,5:35:00,6:00:00
1540,638,2024-02-10,6:55:00,7:40:00
1541,624,2024-02-10,9:50:00,10:35:00
1542,133,2024-02-10,8:50:00,9:20:00
1543,39,2024-02-10,9:50:00,10:15:00
1544,292,2024-02-10,8:59:00,9:34:00
1545,603,2024-02-10,8:49:00,9:24:00
1546,157,2024-02-10,9:19:00,9:54:00
1547,497,2024-02-10,9:29:00,10:24:00
1548,642,2024-02-11,7:36:00,8:31:00
1549,448,2024-02-11,6:55:00,7:50:00
1550,29,2024-02-11,7:02:00,7:27:00
1551,400,2024-02-11,8:35:00,9:05:00
1552,263,2024-02-11,8:37:00,9:32:00
1553,445,2024-02-11,9:33:00,10:03:00
1554,522,2024-02-11,6:51:00,7:36:00
1555,166,2024-02-11,7:00:00,7:35:00
1556,570,2024-02-11,5:03:00,5:58:00
1557,26,2024-02-11,8:30:00,8:55:00
1558,369,2024-02-11,6:15:00,6:50:00
1559,475,2024-02-11,6:14:00,6:49:00
1560,591,2024-02-11,8:18:00,9:13:00
1561,247,2024-02-11,8:06:00,9:01:00
1562,116,2024-02-11,7:45:00,8:15:00
1563,213,2024-02-11,7:28:00,8:23:00
1564,66,2024-02-11,9:06:00,9:51:00
1565,129,2024-02-11,8:22:00,8:57:00
1566,107,2024-02-11,6:05:00,6:40:00
1567,122,2024-02-11,5:39:00,6:09:00
1568,311,2024-02-11,8:09:00,8:44:00
1569,631,2024-02-11,9:30:00,10:25:00
1570,322,2024-02-11,9:36:00,10:31:00
1571,518,2024-02-11,9:50:00,10:45:00
1572,82,2024-02-11,5:44:00,6:09:00
1573,565,2024-02-11,8:14:00,9:09:00
1574,337,2024-02-11,8:06:00,8:41:00
1575,520,2024-02-11,8:11:00,8:41:00
1576,570,2024-02-11,6:20:00,6:45:00
1577,309,2024-02-11,7:34:00,8:29:00
1578,561,2024-02-11,9:54:00,10:19:00
1579,50,2024-02-11,9:00:00,9:25:00
1580,523,2024-02-11,6:46:00,7:21:00
1581,56,2024-02-12,5:24:00,5:54:00
1582,208,2024-02-12,8:27:00,9:22:00
1583,432,2024-02-12,5:51:00,6:26:00
1584,67,2024-02-12,9:21:00,10:16:00
1585,493,2024-02-12,9:22:00,9:57:00
1586,354,2024-02-12,7:40:00,8:25:00
1587,420,2024-02-12,7:57:00,8:22:00
1588,453,2024-02-12,6:42:00,7:27:00
1589,65,2024-02-12,8:11:00,9:06:00
1590,612,2024-02-12,9:35:00,10:20:00
1591,470,2024-02-12,9:46:00,10:41:00
1592,411,2024-02-12,8:30:00,9:00:00
1593,272,2024-02-12,5:59:00,6:54:00
1594,139,2024-02-12,7:48:00,8:13:00
1595,372,2024-02-12,8:45:00,9:15:00
1596,316,2024-02-12,6:28:00,7:13:00
1597,84,2024-02-12,6:53:00,7:23:00
1598,294,2024-02-12,8:28:00,9:03:00
1599,217,2024-02-12,7:59:00,8:29:00
1600,91,2024-02-12,8:14:00,8:49:00
1601,582,2024-02-12,5:18:00,6:03:00
1602,258,2024-02-12,5:11:00,5:56:00
1603,418,2024-02-12,8:06:00,8:51:00
1604,286,2024-02-12,6:36:00,7:06:00
1605,360,2024-02-12,5:55:00,6:40:00
1606,43,2024-02-12,7:04:00,7:59:00
1607,401,2024-02-12,7:22:00,8:17:00
1608,181,2024-02-12,9:39:00,10:24:00
1609,401,2024-02-12,8:48:00,9:33:00
1610,606,2024-02-13,5:57:00,6:22:00
1611,471,2024-02-13,6:12:00,6:57:00
1612,58,2024-02-13,6:58:00,7:23:00
1613,106,2024-02-13,8:32:00,8:57:00
1614,154,2024-02-13,5:06:00,5:31:00
1615,522,2024-02-13,6:51:00,7:26:00
1616,198,2024-02-13,7:43:00,8:28:00
1617,440,2024-02-13,9:13:00,9:48:00
1618,608,2024-02-13,6:12:00,6:47:00
1619,274,2024-02-13,9:36:00,10:31:00
1620,162,2024-02-13,9:05:00,9:35:00
1621,506,2024-02-13,5:34:00,6:04:00
1622,449,2024-02-13,7:42:00,8:17:00
1623,309,2024-02-13,8:27:00,9:12:00
1624,211,2024-02-13,8:18:00,8:48:00
1625,295,2024-02-13,7:44:00,8:19:00
1626,408,2024-02-13,9:33:00,10:18:00
1627,149,2024-02-13,8:44:00,9:14:00
1628,71,2024-02-13,6:24:00,6:49:00
1629,154,2024-02-13,7:23:00,8:18:00
1630,136,2024-02-13,5:42:00,6:27:00
1631,364,2024-02-13,8:18:00,9:03:00
1632,39,2024-02-14,7:54:00,8:39:00
1633,519,2024-02-14,6:40:00,7:10:00
1634,423,2024-02-14,6:25:00,6:50:00
1635,528,2024-02-14,7:53:00,8:18:00
1636,611,2024-02-14,8:33:00,9:28:00
1637,423,2024-02-14,8:09:00,8:44:00
1638,639,2024-02-14,5:08:00,5:43:00
1639,245,2024-02-14,6:06:00,7:01:00
1640,28,2024-02-14,6:17:00,6:42:00
1641,341,2024-02-14,10:00:00,10:45:00
1642,118,2024-02-14,6:59:00,7:29:00
1643,292,2024-02-14,8:24:00,8:59:00
1644,379,2024-02-14,9:07:00,9:37:00
1645,63,2024-02-14,9:58:00,10:43:00
1646,174,2024-02-14,5:44:00,6:39:00
1647,378,2024-02-14,9:51:00,10:36:00
1648,125,2024-02-14,6:13:00,6:43:00
1649,629,2024-02-14,7:50:00,8:45:00
1650,466,2024-02-15,9:01:00,9:36:00
1651,249,2024-02-15,9:53:00,10:28:00
1652,380,2024-02-15,9:39:00,10:34:00
1653,389,2024-02-15,5:08:00,5:33:00
1654,576,2024-02-15,6:50:00,7:45:00
1655,80,2024-02-15,6:36:00,7:06:00
1656,247,2024-02-15,8:07:00,8:37:00
1657,65,2024-02-15,8:27:00,8:52:00
1658,225,2024-02-15,7:56:00,8:51:00
1659,60,2024-02-15,7:52:00,8:47:00
1660,297,2024-02-15,5:50:00,6:15:00
1661,186,2024-02-15,7:57:00,8:42:00
1662,203,2024-02-15,6:23:00,7:18:00
1663,92,2024-02-15,8:53:00,9:48:00
1664,480,2024-02-15,9:27:00,9:52:00
1665,102,2024-02-15,6:22:00,6:52:00
1666,200,2024-02-15,8:52:00,9:17:00
1667,272,2024-02-15,6:30:00,7:05:00
1668,358,2024-02-15,7:39:00,8:24:00
1669,217,2024-02-15,8:35:00,9:20:00
1670,446,2024-02-15,7:37:00,8:12:00
1671,567,2024-02-15,7:22:00,8:17:00
1672,353,2024-02-15,5:18:00,5:48:00
1673,422,2024-02-15,9:20:00,9:50:00
1674,334,2024-02-15,6:02:00,6:47:00
1675,377,2024-02-15,7:55:00,8:20:00
1676,77,2024-02-15,9:06:00,9:41:00
1677,108,2024-02-15,5:27:00,6:22:00
1678,183,2024-02-15,9:36:00,10:01:00
1679,558,2024-02-15,7:07:00,7:52:00
1680,607,2024-02-15,9:13:00,10:08:00
1681,215,2024-02-15,6:50:00,7:15:00
1682,567,2024-02-15,8:20:00,9:05:00
1683,617,2024-02-16,7:46:00,8:41:00
1684,227,2024-02-16,7:11:00,7:56:00
1685,357,2024-02-16,9:08:00,9:38:00
1686,436,2024-02-16,8:49:00,9:14:00
1687,381,2024-02-16,5:58:00,6:43:00
1688,472,2024-02-16,6:36:00,7:01:00
1689,486,2024-02-16,6:01:00,6:26:00
1690,525,2024-02-16,5:51:00,6:21:00
1691,319,2024-02-16,9:22:00,10:17:00
1692,377,2024-02-16,6:20:00,6:50:00
1693,220,2024-02-16,7:31:00,7:56:00
1694,481,2024-02-16,6:43:00,7:18:00
1695,323,2024-02-16,9:26:00,10:11:00
1696,28,2024-02-16,7:40:00,8:05:00
1697,210,2024-02-16,7:41:00,8:11:00
1698,523,2024-02-16,7:29:00,7:59:00
1699,203,2024-02-16,7:52:00,8:17:00
1700,625,2024-02-16,9:47:00,10:22:00
1701,329,2024-02-16,5:51:00,6:46:00
1702,423,2024-02-16,7:30:00,8:25:00
1703,289,2024-02-16,8:14:00,9:09:00
1704,162,2024-02-16,8:42:00,9:12:00
1705,549,2024-02-16,6:56:00,7:26:00
1706,289,2024-02-16,6:18:00,7:03:00
1707,473,2024-02-16,9:27:00,9:57:00
1708,486,2024-02-17,5:26:00,6:21:00
1709,173,2024-02-17,8:22:00,9:17:00
1710,175,2024-02-17,8:25:00,9:00:00
1711,430,2024-02-17,6:12:00,6:57:00
1712,305,2024-02-17,9:32:00,10:02:00
1713,613,2024-02-17,7:29:00,8:14:00
1714,66,2024-02-17,6:46:00,7:16:00
1715,48,2024-02-17,8:21:00,9:06:00
1716,513,2024-02-17,7:16:00,8:01:00
1717,26,2024-02-17,9:11:00,10:06:00
1718,338,2024-02-17,6:14:00,7:09:00
1719,199,2024-02-17,7:51:00,8:36:00
1720,637,2024-02-17,6:37:00,7:02:00
1721,179,2024-02-17,9:44:00,10:39:00
1722,104,2024-02-17,7:19:00,7:44:00
1723,426,2024-02-17,7:47:00,8:32:00
1724,600,2024-02-17,5:09:00,6:04:00
1725,151,2024-02-17,7:47:00,8:22:00
1726,260,2024-02-17,9:45:00,10:40:00
1727,295,2024-02-17,9:38:00,10:03:00
1728,485,2024-02-17,5:39:00,6:09:00
1729,502,2024-02-17,9:21:00,10:16:00
1730,417,2024-02-17,7:43:00,8:13:00
1731,270,2024-02-17,6:10:00,6:35:00
1732,573,2024-02-17,6:31:00,7:26:00
1733,501,2024-02-17,8:49:00,9:19:00
1734,531,2024-02-17,6:01:00,6:31:00
1735,474,2024-02-17,7:14:00,8:09:00
1736,515,2024-02-17,9:32:00,10:07:00
1737,343,2024-02-18,8:37:00,9:22:00
1738,522,2024-02-18,9:05:00,10:00:00
1739,188,2024-02-18,9:31:00,10:01:00
1740,621,2024-02-18,9:26:00,9:56:00
1741,144,2024-02-18,9:16:00,9:46:00
1742,377,2024-02-18,9:40:00,10:35:00
1743,481,2024-02-18,8:17:00,8:42:00
1744,229,2024-02-18,6:46:00,7:41:00
1745,266,2024-02-18,6:35:00,7:00:00
1746,184,2024-02-18,5:48:00,6:23:00
1747,630,2024-02-18,7:41:00,8:16:00
1748,125,2024-02-18,6:42:00,7:12:00
1749,420,2024-02-18,6:41:00,7:06:00
1750,346,2024-02-18,9:11:00,9:36:00
1751,537,2024-02-18,8:18:00,8:53:00
1752,99,2024-02-18,8:15:00,9:10:00
1753,251,2024-02-18,8:11:00,8:36:00
1754,33,2024-02-18,7:12:00,7:47:00
1755,464,2024-02-18,5:32:00,6:27:00
1756,61,2024-02-18,5:19:00,6:14:00
1757,285,2024-02-18,9:55:00,10:20:00
1758,447,2024-02-18,6:57:00,7:42:00
1759,219,2024-02-18,9:20:00,9:55:00
1760,548,2024-02-18,6:20:00,6:45:00
1761,530,2024-02-18,7:05:00,7:50:00
1762,494,2024-02-19,8:27:00,9:12:00
1763,545,2024-02-19,7:20:00,7:55:00
1764,612,2024-02-19,6:38:00,7:33:00
1765,648,2024-02-19,5:34:00,6:09:00
1766,40,2024-02-19,8:32:00,9:02:00
1767,211,2024-02-19,5:06:00,6:01:00
1768,194,2024-02-19,7:41:00,8:06:00
1769,542,2024-02-19,6:09:00,7:04:00
1770,58,2024-02-19,9:50:00,10:20:00
1771,151,2024-02-19,9:58:00,10:53:00
1772,85,2024-02-19,6:50:00,7:15:00
1773,632,2024-02-19,7:10:00,7:45:00
1774,337,2024-02-19,7:59:00,8:34:00
1775,123,2024-02-19,6:45:00,7:40:00
1776,511,2024-02-19,5:15:00,5:50:00
1777,614,2024-02-19,7:26:00,7:51:00
1778,54,2024-02-19,6:45:00,7:20:00
1779,330,2024-02-19,9:06:00,9:41:00
1780,343,2024-02-19,5:01:00,5:46:00
1781,525,2024-02-19,9:47:00,10:42:00
1782,351,2024-02-19,7:22:00,8:07:00
1783,55,2024-02-19,10:00:00,10:55:00
1784,23,2024-02-19,8:07:00,8:37:00
1785,139,2024-02-19,8:40:00,9:35:00
1786,35,2024-02-20,8:53:00,9:38:00
1787,443,2024-02-20,5:30:00,6:00:00
1788,74,2024-02-20,9:18:00,10:13:00
1789,318,2024-02-20,8:55:00,9:25:00
1790,544,2024-02-20,7:07:00,7:32:00
1791,48,2024-02-20,9:03:00,9:33:00
1792,307,2024-02-20,5:15:00,6:10:00
1793,57,2024-02-20,7:33:00,8:18:00
1794,320,2024-02-20,5:18:00,5:53:00
1795,338,2024-02-20,8:10:00,8:40:00
1796,242,2024-02-20,7:23:00,7:58:00
1797,378,2024-02-20,5:55:00,6:20:00
1798,326,2024-02-20,6:57:00,7:27:00
1799,492,2024-02-20,8:03:00,8:48:00
1800,64,2024-02-20,5:50:00,6:15:00
1801,401,2024-02-20,8:17:00,8:42:00
1802,331,2024-02-20,9:12:00,9:47:00
1803,459,2024-02-20,7:55:00,8:25:00
1804,455,2024-02-20,7:26:00,7:51:00
1805,63,2024-02-20,7:41:00,8:11:00
1806,523,2024-02-20,6:36:00,7:21:00
1807,56,2024-02-20,5:12:00,5:57:00
1808,181,2024-02-20,9:46:00,10:21:00
1809,548,2024-02-20,10:00:00,10:30:00
1810,611,2024-02-20,8:48:00,9:33:00
1811,113,2024-02-20,6:59:00,7:54:00
1812,202,2024-02-20,5:25:00,6:00:00
1813,147,2024-02-20,8:20:00,8:50:00
1814,505,2024-02-20,8:19:00,9:14:00
1815,571,2024-02-20,9:14:00,10:09:00
1816,308,2024-02-20,6:06:00,6:31:00
1817,549,2024-02-20,5:44:00,6:29:00
1818,29,2024-02-21,6:46:00,7:41:00
1819,515,2024-02-21,8:10:00,8:45:00
1820,365,2024-02-21,9:00:00,9:30:00
1821,191,2024-02-21,8:25:00,9:20:00
1822,324,2024-02-21,5:08:00,5:33:00
1823,60,2024-02-21,9:58:00,10:53:00
1824,485,2024-02-21,6:22:00,7:07:00
1825,24,2024-02-21,7:04:00,7:39:00
1826,379,2024-02-21,5:01:00,5:56:00
1827,344,2024-02-21,6:11:00,7:06:00
1828,30,2024-02-21,7:23:00,8:18:00
1829,320,2024-02-21,8:51:00,9:36:00
1830,38,2024-02-21,9:43:00,10:18:00
1831,536,2024-02-21,6:17:00,7:12:00
1832,434,2024-02-21,7:50:00,8:15:00
1833,90,2024-02-21,5:51:00,6:16:00
1834,181,2024-02-21,7:09:00,7:39:00
1835,117,2024-02-21,9:07:00,9:32:00
1836,186,2024-02-21,8:37:00,9:32:00
1837,646,2024-02-21,7:28:00,8:23:00
1838,569,2024-02-21,9:18:00,9:53:00
1839,609,2024-02-21,7:05:00,7:50:00
1840,512,2024-02-21,7:53:00,8:18:00
1841,36,2024-02-21,6:40:00,7:25:00
1842,579,2024-02-21,6:57:00,7:22:00
1843,51,2024-02-21,8:15:00,8:50:00
1844,380,2024-02-21,7:56:00,8:26:00
1845,540,2024-02-22,6:42:00,7:27:00
1846,154,2024-02-22,7:21:00,7:51:00
1847,40,2024-02-22,9:25:00,10:00:00
1848,141,2024-02-22,7:40:00,8:10:00
1849,82,2024-02-22,9:38:00,10:08:00
1850,397,2024-02-22,6:00:00,6:45:00
1851,324,2024-02-22,5:55:00,6:25:00
1852,627,2024-02-22,5:15:00,5:40:00
1853,500,2024-02-22,6:25:00,6:55:00
1854,217,2024-02-22,9:23:00,10:08:00
1855,539,2024-02-22,6:36:00,7:21:00
1856,146,2024-02-22,7:50:00,8:20:00
1857,94,2024-02-22,9:30:00,10:00:00
1858,114,2024-02-22,8:25:00,8:55:00
1859,136,2024-02-22,6:49:00,7:14:00
1860,404,2024-02-22,6:15:00,7:10:00
1861,329,2024-02-22,7:30:00,8:00:00
1862,367,2024-02-22,8:08:00,8:38:00
1863,290,2024-02-22,9:39:00,10:24:00
1864,404,2024-02-22,8:06:00,8:41:00
1865,586,2024-02-22,5:14:00,5:44:00
1866,75,2024-02-22,6:37:00,7:32:00
1867,374,2024-02-22,6:04:00,6:39:00
1868,402,2024-02-22,7:13:00,8:08:00
1869,515,2024-02-22,10:00:00,10:45:00
1870,473,2024-02-22,6:40:00,7:10:00
1871,140,2024-02-22,6:37:00,7:12:00
1872,155,2024-02-22,9:47:00,10:32:00
1873,130,2024-02-23,8:57:00,9:22:00
1874,575,2024-02-23,9:56:00,10:31:00
1875,479,2024-02-23,5:18:00,6:03:00
1876,29,2024-02-23,9:11:00,9:46:00
1877,110,2024-02-23,6:17:00,6:42:00
1878,225,2024-02-23,9:56:00,10:26:00
1879,230,2024-02-23,6:02:00,6:37:00
1880,184,2024-02-23,8:00:00,8:45:00
1881,150,2024-02-23,9:26:00,10:11:00
1882,145,2024-02-23,5:16:00,5:51:00
1883,578,2024-02-23,7:47:00,8:42:00
1884,377,2024-02-23,9:17:00,10:02:00
1885,281,2024-02-23,5:17:00,5:52:00
1886,33,2024-02-23,8:23:00,9:18:00
1887,378,2024-02-23,9:24:00,10:19:00
1888,223,2024-02-23,6:29:00,7:14:00
1889,335,2024-02-23,9:35:00,10:05:00
1890,337,2024-02-23,8:46:00,9:31:00
1891,349,2024-02-23,8:29:00,9:14:00
1892,108,2024-02-23,9:11:00,9:56:00
1893,102,2024-02-23,9:29:00,10:04:00
1894,420,2024-02-23,5:13:00,5:43:00
1895,63,2024-02-24,9:45:00,10:30:00
1896,593,2024-02-24,8:43:00,9:08:00
1897,498,2024-02-24,9:48:00,10:18:00
1898,23,2024-02-24,8:29:00,9:04:00
1899,200,2024-02-24,8:10:00,8:55:00
1900,641,2024-02-24,6:20:00,6:50:00
1901,454,2024-02-24,5:04:00,5:34:00
1902,74,2024-02-24,8:33:00,9:18:00
1903,564,2024-02-24,8:36:00,9:06:00
1904,472,2024-02-24,7:56:00,8:41:00
1905,204,2024-02-24,7:51:00,8:16:00
1906,274,2024-02-24,7:28:00,8:23:00
1907,556,2024-02-24,7:08:00,7:53:00
1908,590,2024-02-24,8:28:00,9:13:00
1909,450,2024-02-24,7:42:00,8:07:00
1910,589,2024-02-24,9:04:00,9:29:00
1911,393,2024-02-24,8:10:00,8:45:00
1912,479,2024-02-24,6:36:00,7:21:00
1913,631,2024-02-24,6:37:00,7:07:00
1914,396,2024-02-24,8:34:00,9:09:00
1915,323,2024-02-24,5:35:00,6:10:00
1916,336,2024-02-24,7:30:00,8:00:00
1917,355,2024-02-24,7:26:00,7:56:00
1918,368,2024-02-24,5:10:00,5:35:00
1919,33,2024-02-25,6:59:00,7:24:00
1920,429,2024-02-25,9:10:00,9:45:00
1921,467,2024-02-25,6:26:00,7:01:00
1922,241,2024-02-25,9:00:00,9:30:00
1923,106,2024-02-25,7:36:00,8:11:00
1924,162,2024-02-25,7:59:00,8:34:00
1925,579,2024-02-25,8:06:00,8:51:00
1926,537,2024-02-25,9:04:00,9:49:00
1927,302,2024-02-25,7:56:00,8:31:00
1928,273,2024-02-25,9:45:00,10:30:00
1929,227,2024-02-25,9:11:00,9:46:00
1930,224,2024-02-25,5:43:00,6:13:00
1931,21,2024-02-25,6:14:00,6:59:00
1932,292,2024-02-25,6:51:00,7:16:00
1933,213,2024-02-25,7:34:00,8:04:00
1934,504,2024-02-25,5:42:00,6:17:00
1935,249,2024-02-25,6:24:00,7:19:00
1936,365,2024-02-25,9:01:00,9:36:00
1937,158,2024-02-25,5:13:00,5:38:00
1938,32,2024-02-25,8:12:00,8:57:00
1939,470,2024-02-25,6:07:00,6:32:00
1940,169,2024-02-25,8:05:00,8:30:00
1941,564,2024-02-25,5:41:00,6:06:00
1942,154,2024-02-25,7:20:00,7:45:00
1943,469,2024-02-25,6:18:00,6:48:00
1944,254,2024-02-25,8:23:00,9:08:00
1945,465,2024-02-25,9:54:00,10:29:00
1946,120,2024-02-25,8:54:00,9:49:00
1947,635,2024-02-25,5:18:00,5:48:00
1948,141,2024-02-25,9:23:00,10:08:00
1949,563,2024-02-25,9:02:00,9:32:00
